seats_count,total_amount,bookings_last_1min,bookings_last_10min,same_device_flag,duplicate_route_flag,account_age_days,night_booking_flag,cancellation_history_ratio,label
4,8927.0,1,4,0,0,101,0,0.123,0
4,14025.0,0,2,0,0,49,0,0.472,0
3,7599.0,2,3,0,0,7,0,0.196,1
2,6326.0,0,3,0,1,53,0,0.044,0
9,28058.0,0,0,0,0,144,0,0.091,0
8,26063.0,1,2,0,0,12,0,0.649,0
6,16074.0,0,2,1,0,66,0,0.14,0
1,4755.0,0,2,0,0,22,0,0.197,0
3,9860.0,0,5,0,0,185,0,0.064,0
3,11998.0,2,4,0,0,172,0,0.216,0
3,11616.0,0,3,0,0,41,0,0.667,0
3,8166.0,2,4,0,0,74,0,0.313,0
6,17894.0,0,2,0,0,69,0,0.199,0
3,10997.0,0,4,0,0,186,0,0.092,0
1,1921.0,2,4,0,0,68,0,0.019,0
2,5930.0,0,2,1,0,170,0,0.288,0
1,3362.0,0,3,0,0,50,0,0.249,0
2,7136.0,0,0,0,0,110,0,0.273,0
1,2426.0,2,4,0,0,262,0,0.346,0
5,15866.0,2,3,0,0,61,0,0.204,0
4,9838.0,0,5,0,0,24,0,0.245,0
1,4455.0,0,1,0,0,34,0,0.071,1
1,3025.0,0,3,0,0,69,0,0.278,0
1,3258.0,0,0,0,0,47,0,0.277,0
2,8616.0,0,4,0,0,28,0,0.11,0
2,8206.0,0,2,0,0,64,0,0.217,0
2,7229.0,0,1,0,0,1,0,0.224,1
10,32502.0,0,2,0,0,181,0,0.203,0
1,4408.0,0,5,0,0,18,1,0.276,0
3,11366.0,0,5,0,0,14,0,0.344,0
1,4104.0,0,1,0,0,76,0,0.116,0
8,21721.0,0,0,0,0,10,0,0.086,0
2,6065.0,0,0,0,0,10,0,0.185,0
4,17082.0,0,3,0,0,34,1,0.151,0
7,28596.0,0,2,0,1,109,0,0.369,1
5,15842.0,0,0,0,0,65,0,0.143,0
4,15795.0,0,3,0,0,66,0,0.32,0
1,3847.0,0,3,0,0,6,0,0.268,0
1,3740.0,0,1,0,0,224,0,0.465,0
5,19679.0,0,0,0,1,25,0,0.274,0
2,6287.0,1,5,0,0,260,0,0.355,0
1,4438.0,1,5,1,0,62,0,0.196,0
2,8041.0,0,1,0,1,175,0,0.321,0
1,3378.0,0,1,0,0,142,0,0.302,0
2,5738.0,0,3,0,0,165,0,0.059,0
6,14668.0,0,1,0,0,136,0,0.202,0
3,8371.0,0,2,0,0,58,1,0.198,0
9,37156.0,0,4,0,0,18,0,0.038,1
2,7597.0,0,2,0,0,5,0,0.391,0
1,4025.0,1,5,0,0,95,0,0.107,0
1,4361.0,0,3,0,0,50,0,0.669,1
3,10925.0,0,2,0,0,7,0,0.053,1
5,13094.0,0,1,0,0,182,0,0.357,0
1,2707.0,0,4,0,0,129,0,0.13,0
8,24872.0,1,2,0,0,102,0,0.303,0
3,6843.0,0,2,0,0,144,1,0.306,0
3,9324.0,3,3,0,1,99,0,0.225,0
3,11286.0,0,1,0,0,114,0,0.097,0
2,5229.0,0,3,0,0,13,0,0.164,0
8,32026.0,0,2,0,0,94,0,0.084,0
6,13662.0,4,4,0,0,39,1,0.146,0
2,6865.0,0,1,0,0,120,0,0.248,1
2,6024.0,0,3,0,1,61,0,0.233,1
1,2406.0,0,0,0,0,87,0,0.318,0
4,14450.0,1,6,0,0,167,0,0.11,0
3,9422.0,0,2,0,0,161,0,0.25,1
7,18051.0,0,0,0,0,118,1,0.079,0
3,9906.0,0,1,0,0,204,0,0.131,0
3,11463.0,0,3,0,0,44,1,0.389,0
3,11185.0,0,2,0,0,42,0,0.31,0
2,7343.0,1,1,0,0,26,0,0.105,0
1,2774.0,1,1,0,0,129,1,0.045,0
6,21415.0,0,2,0,0,15,1,0.146,0
2,6224.0,0,0,0,0,202,0,0.163,0
1,4128.0,0,1,0,0,17,1,0.501,0
4,12895.0,0,0,0,0,23,0,0.27,1
3,10444.0,1,3,0,0,170,0,0.183,0
1,3702.0,0,2,1,0,107,0,0.227,0
3,12230.0,2,4,0,0,119,0,0.145,1
3,11182.0,0,4,0,0,27,0,0.032,0
1,3945.0,0,5,0,0,97,0,0.067,0
5,16100.0,0,3,0,0,68,0,0.062,0
7,24727.0,0,2,0,0,155,0,0.492,1
3,9294.0,1,6,0,0,17,0,0.056,0
6,23878.0,0,1,1,0,24,0,0.371,0
2,6343.0,0,1,0,0,63,0,0.075,0
1,3094.0,0,1,0,0,136,0,0.268,0
2,5942.0,2,2,0,0,98,0,0.112,0
2,7806.0,0,2,0,0,16,1,0.324,0
2,7774.0,0,1,0,0,38,0,0.301,0
1,2688.0,1,1,0,0,69,0,0.282,0
1,3093.0,0,1,0,0,31,0,0.11,0
2,7810.0,0,4,0,0,23,0,0.168,0
2,6640.0,0,2,0,1,76,0,0.114,0
3,6773.0,0,0,0,0,64,0,0.246,0
4,16179.0,3,4,0,0,15,0,0.291,0
4,9119.0,2,4,0,1,178,0,0.47,1
5,19708.0,0,0,0,0,11,0,0.346,0
5,18539.0,1,3,0,1,72,0,0.08,0
2,6620.0,0,3,0,0,188,0,0.21,0
4,14177.0,0,5,0,0,136,0,0.269,0
6,20341.0,0,5,0,0,41,0,0.172,0
5,12245.0,0,2,0,0,149,0,0.055,0
8,28163.0,2,4,0,0,3,0,0.282,0
3,6811.0,0,2,0,0,94,0,0.157,0
1,4249.0,0,4,0,1,89,0,0.18,0
8,18250.0,1,3,0,0,48,0,0.252,0
2,6902.0,0,5,0,0,157,0,0.273,0
3,7762.0,0,1,0,0,15,0,0.234,0
3,11052.0,1,5,0,1,120,0,0.281,0
3,7124.0,1,2,0,0,60,0,0.258,0
4,12016.0,0,1,0,0,77,0,0.221,0
7,19019.0,0,2,0,0,55,0,0.181,0
7,23558.0,1,3,0,0,102,0,0.229,0
2,7954.0,1,2,0,0,0,0,0.446,0
7,18474.0,1,2,0,0,247,0,0.165,0
2,7978.0,0,5,0,0,49,1,0.055,0
7,25917.0,0,3,0,0,94,0,0.399,0
2,5479.0,0,3,0,0,197,1,0.171,0
2,8619.0,0,0,0,0,88,0,0.168,0
8,18409.0,2,2,0,0,173,0,0.083,0
1,2528.0,0,1,0,1,160,0,0.227,0
8,23210.0,1,2,0,0,52,0,0.363,0
1,2845.0,1,4,0,0,14,0,0.148,0
1,2560.0,2,2,0,0,46,0,0.239,1
1,4635.0,0,3,0,0,17,0,0.204,0
4,13667.0,1,1,0,0,122,0,0.503,0
1,3492.0,0,3,0,1,93,0,0.059,0
3,9751.0,0,2,0,0,89,0,0.191,1
6,18439.0,0,2,0,0,50,0,0.306,0
3,10916.0,0,0,0,1,12,0,0.067,0
1,4528.0,1,6,0,0,85,0,0.157,0
1,3805.0,2,4,0,1,139,0,0.478,0
2,7220.0,0,2,0,0,151,1,0.114,0
2,7828.0,0,3,0,0,203,0,0.479,0
1,3236.0,0,0,0,0,191,0,0.11,0
1,3906.0,1,2,0,0,81,0,0.111,0
4,12287.0,0,2,0,0,96,0,0.118,0
1,2692.0,0,2,0,0,26,0,0.136,0
4,13536.0,1,3,0,0,20,0,0.107,0
3,11930.0,0,3,0,0,50,0,0.088,0
2,6055.0,1,3,0,0,20,0,0.31,0
1,3190.0,3,5,0,0,229,0,0.186,0
2,5196.0,1,5,0,0,76,0,0.057,0
2,5059.0,0,1,0,0,208,0,0.354,0
2,8855.0,0,1,0,0,159,0,0.401,0
1,3216.0,3,4,0,0,98,0,0.155,0
3,11520.0,0,4,1,0,113,0,0.107,0
2,6077.0,1,1,0,0,103,0,0.083,0
2,5834.0,0,3,0,0,33,0,0.127,1
3,10240.0,3,7,0,0,71,0,0.128,1
6,23037.0,1,3,0,0,8,0,0.091,1
7,22806.0,0,3,0,0,235,1,0.116,0
1,3096.0,1,3,0,0,204,0,0.223,0
3,10013.0,2,4,0,0,65,0,0.013,0
3,10098.0,0,3,0,0,96,0,0.102,0
3,10529.0,1,4,0,0,27,0,0.083,0
1,2050.0,0,2,0,0,76,0,0.112,0
10,31054.0,0,4,0,1,89,0,0.069,0
1,4186.0,0,5,0,0,106,1,0.13,1
2,5528.0,0,0,1,0,61,0,0.378,0
3,11548.0,0,3,0,0,60,0,0.146,0
3,10771.0,1,2,0,0,108,0,0.232,0
7,25690.0,0,4,0,0,158,1,0.136,0
3,11247.0,1,1,0,0,2,0,0.121,1
1,2913.0,0,0,0,0,3,0,0.023,0
2,6640.0,0,3,0,1,189,0,0.272,0
2,5767.0,1,3,0,0,168,0,0.193,0
2,6657.0,1,3,0,0,109,0,0.293,0
2,7468.0,0,2,1,0,61,1,0.238,1
4,16589.0,2,4,0,0,45,1,0.156,0
3,7593.0,1,4,0,0,138,0,0.194,0
4,12037.0,0,4,1,0,104,0,0.389,0
2,5117.0,0,3,0,0,16,0,0.195,0
2,5064.0,0,3,0,0,93,0,0.078,0
2,8863.0,0,3,1,0,13,0,0.121,0
1,3853.0,0,1,0,1,68,1,0.297,0
1,3300.0,0,2,0,0,198,0,0.351,0
2,7787.0,0,2,0,0,43,0,0.299,0
8,26328.0,0,5,0,1,24,0,0.185,0
10,23236.0,2,3,0,0,10,0,0.239,0
2,7052.0,0,0,0,0,8,0,0.179,0
1,2979.0,0,3,0,1,129,0,0.094,0
1,2347.0,0,5,0,0,31,0,0.287,0
2,7898.0,2,7,0,0,83,0,0.169,0
7,24199.0,1,2,0,0,168,0,0.179,0
8,20800.0,0,4,0,0,70,0,0.292,0
1,4017.0,0,1,0,0,6,0,0.154,0
1,2853.0,0,0,0,0,21,0,0.297,0
7,23947.0,1,1,0,0,8,0,0.791,1
1,4517.0,0,2,0,0,31,1,0.208,0
3,6622.0,1,3,0,1,99,0,0.084,0
1,3817.0,0,0,0,0,69,0,0.128,0
1,2042.0,0,5,0,0,22,0,0.211,0
7,24858.0,0,3,0,0,103,0,0.102,0
3,9494.0,0,1,0,0,81,0,0.05,0
2,7491.0,3,7,0,0,118,0,0.054,0
2,8081.0,2,2,1,0,55,0,0.139,0
5,14738.0,0,4,0,0,20,0,0.5,0
2,8413.0,0,1,0,0,180,0,0.029,0
2,7746.0,0,4,0,0,152,0,0.182,0
3,7316.0,0,0,0,0,70,0,0.117,0
1,3006.0,0,0,0,0,49,0,0.267,0
1,4932.0,0,1,0,0,136,0,0.316,0
4,9893.0,0,0,0,0,105,1,0.365,0
5,14753.0,0,0,0,0,137,0,0.247,0
1,3409.0,0,2,0,0,64,0,0.11,0
3,8519.0,1,4,0,0,19,1,0.079,0
3,11913.0,0,2,0,0,118,0,0.327,0
2,6137.0,2,3,0,0,97,0,0.475,0
5,11891.0,2,7,0,0,175,0,0.03,0
2,6120.0,0,0,0,0,102,0,0.03,0
1,3296.0,1,5,0,0,168,0,0.191,1
2,7376.0,1,2,0,1,165,1,0.124,0
1,2918.0,0,2,0,0,63,0,0.196,1
2,8570.0,0,1,0,0,89,0,0.184,0
3,10729.0,1,3,0,0,51,0,0.126,0
2,7567.0,0,3,0,0,100,0,0.122,0
1,3906.0,0,2,0,0,76,0,0.191,0
3,9465.0,0,2,0,0,8,0,0.323,0
3,10663.0,0,1,0,0,166,0,0.393,0
2,6671.0,1,1,0,0,94,0,0.053,0
3,7011.0,1,1,0,0,47,0,0.294,0
1,3941.0,1,2,0,0,78,0,0.062,0
3,8516.0,0,0,0,0,67,0,0.238,0
7,25226.0,0,3,0,0,157,0,0.134,0
8,31487.0,0,2,0,1,140,0,0.184,0
6,21684.0,0,5,0,0,19,0,0.205,0
2,8253.0,0,2,0,1,220,0,0.158,0
7,28472.0,0,2,0,0,81,0,0.38,0
2,5808.0,0,3,0,1,151,0,0.115,0
2,5652.0,1,3,0,0,36,0,0.333,0
1,2862.0,0,0,0,0,170,0,0.418,0
7,23727.0,0,3,0,0,30,0,0.201,0
2,7814.0,0,0,0,0,98,0,0.167,0
3,12494.0,0,3,0,0,109,0,0.308,0
2,4785.0,1,5,0,0,14,0,0.086,0
3,12643.0,0,0,0,0,48,0,0.056,0
3,8327.0,3,7,0,0,211,0,0.372,0
3,8189.0,2,3,0,0,326,0,0.136,1
4,14808.0,2,2,0,0,23,1,0.301,0
4,12615.0,0,2,1,0,82,0,0.129,0
4,9802.0,2,5,0,0,93,0,0.168,0
1,3261.0,0,5,0,0,139,0,0.127,0
2,6307.0,0,2,0,0,147,0,0.31,0
1,2232.0,0,4,0,0,65,0,0.082,1
5,13939.0,0,1,0,0,11,0,0.099,0
8,29804.0,0,1,0,0,180,0,0.054,0
7,18879.0,0,1,0,0,99,0,0.176,0
7,17141.0,3,5,0,0,69,0,0.285,0
2,5340.0,2,2,0,0,13,0,0.326,0
2,7110.0,1,1,0,0,0,0,0.095,0
8,32568.0,0,3,0,0,204,0,0.302,0
1,4875.0,1,1,0,0,108,0,0.092,0
2,7139.0,0,3,0,0,103,0,0.355,0
4,12472.0,0,1,0,0,35,0,0.177,0
1,3298.0,0,5,0,1,131,0,0.234,0
5,19306.0,0,3,0,0,12,0,0.138,0
2,7691.0,1,3,0,0,22,0,0.398,0
7,22981.0,0,1,0,0,58,0,0.104,1
1,4675.0,0,0,0,0,110,1,0.426,0
1,4000.0,2,3,0,0,116,0,0.092,0
8,19154.0,2,6,0,0,77,0,0.408,0
2,6033.0,0,2,0,0,12,0,0.128,0
2,8278.0,0,0,0,0,115,0,0.207,0
2,6526.0,1,5,0,0,101,0,0.178,0
3,12062.0,2,3,0,0,50,0,0.185,1
4,15239.0,0,0,0,0,112,0,0.323,0
6,21240.0,0,3,0,0,43,0,0.048,0
4,15880.0,0,0,0,0,37,1,0.287,0
2,8649.0,0,1,0,1,138,1,0.306,0
2,6205.0,0,2,0,0,61,0,0.139,0
1,4086.0,0,5,0,0,4,0,0.276,0
2,6097.0,0,4,1,0,99,0,0.182,0
1,4427.0,0,1,0,0,96,0,0.233,0
1,3023.0,1,5,0,0,4,0,0.26,0
2,4996.0,0,3,0,0,30,0,0.071,0
2,4671.0,0,1,0,0,106,0,0.058,0
1,3531.0,3,5,0,0,236,1,0.247,0
1,4228.0,2,4,0,0,164,0,0.081,0
4,11098.0,0,0,0,0,76,0,0.315,0
1,3602.0,0,3,0,0,68,0,0.231,0
2,8567.0,2,5,0,1,4,0,0.575,1
5,13038.0,0,4,0,0,69,1,0.138,0
3,9343.0,0,2,0,1,117,0,0.199,0
2,4462.0,0,2,0,0,226,0,0.357,0
5,19262.0,0,1,0,0,136,0,0.165,0
1,3786.0,0,1,0,0,133,0,0.184,0
1,4010.0,0,2,0,0,181,0,0.297,0
3,12182.0,0,3,0,0,47,0,0.238,1
1,2861.0,0,1,0,0,45,0,0.014,0
6,14392.0,0,0,0,0,21,0,0.208,0
1,3318.0,0,4,0,0,55,0,0.106,0
4,9118.0,0,1,0,0,128,0,0.153,0
1,2308.0,1,1,0,0,112,0,0.228,0
4,14037.0,2,2,0,0,3,0,0.049,0
1,3775.0,1,6,0,0,6,0,0.281,0
1,3871.0,0,3,0,0,27,0,0.208,0
5,16154.0,0,4,0,0,54,0,0.261,0
1,3422.0,2,4,0,1,37,0,0.112,0
3,9640.0,2,4,0,0,32,0,0.119,0
1,3161.0,0,3,0,0,64,0,0.073,1
2,4305.0,1,3,0,0,49,0,0.322,0
1,2004.0,0,3,0,0,40,1,0.075,0
1,2608.0,0,4,0,1,53,0,0.079,1
5,15771.0,1,4,0,0,34,0,0.203,0
2,6808.0,0,0,0,0,133,0,0.201,0
6,18097.0,1,4,0,0,122,0,0.202,0
1,3260.0,0,3,0,0,158,0,0.129,0
4,11945.0,0,1,0,0,36,0,0.224,0
1,2699.0,1,6,0,0,68,0,0.066,0
2,7480.0,1,4,0,0,121,0,0.227,0
1,3006.0,1,2,0,0,13,0,0.044,0
3,11956.0,0,3,0,0,38,1,0.361,0
3,11331.0,2,7,0,0,103,0,0.096,0
2,6956.0,2,4,0,0,11,0,0.486,0
6,20197.0,0,0,1,0,43,0,0.425,0
1,2585.0,0,2,0,0,167,0,0.016,0
7,25526.0,1,2,0,0,19,0,0.246,0
2,5371.0,1,1,0,0,234,0,0.207,0
6,21264.0,1,2,0,0,115,0,0.173,0
8,27792.0,0,1,0,0,33,1,0.088,0
1,4215.0,0,2,0,0,84,0,0.1,0
3,11698.0,1,1,0,0,54,0,0.044,0
1,3622.0,0,0,0,0,5,0,0.232,0
1,2301.0,1,2,0,0,8,0,0.175,0
1,2137.0,0,1,0,0,123,0,0.069,1
1,4191.0,0,5,0,0,83,0,0.237,1
3,11751.0,0,5,0,0,29,0,0.148,0
9,34211.0,0,1,0,0,143,1,0.509,1
5,15109.0,1,2,0,0,99,0,0.042,0
6,22662.0,2,7,0,0,105,0,0.079,1
2,7753.0,1,3,0,1,90,1,0.306,0
1,3289.0,0,1,0,0,64,0,0.222,0
9,37872.0,0,2,0,0,25,1,0.07,0
3,10959.0,0,2,0,0,58,0,0.282,0
2,7987.0,0,5,0,0,207,0,0.187,1
1,3038.0,1,6,0,0,80,0,0.127,0
4,16644.0,1,2,0,0,164,0,0.103,0
1,3819.0,2,3,0,1,166,0,0.049,1
5,14806.0,0,1,0,0,164,0,0.271,1
2,6700.0,0,0,0,0,32,0,0.206,0
1,2599.0,0,2,0,0,10,0,0.227,0
1,3224.0,1,3,0,0,137,0,0.054,0
5,16982.0,0,1,0,1,111,0,0.144,0
4,10799.0,0,5,0,0,37,1,0.141,0
2,5031.0,0,4,0,0,75,0,0.085,0
7,27628.0,2,6,0,0,106,0,0.145,1
3,8357.0,0,0,0,0,62,0,0.191,0
1,3815.0,1,2,0,0,3,0,0.177,0
2,5670.0,0,1,0,0,22,0,0.317,0
2,6703.0,0,1,0,0,11,1,0.069,1
1,2367.0,0,1,0,0,17,0,0.421,0
3,9970.0,0,1,0,0,129,0,0.263,0
1,3663.0,0,2,0,0,93,0,0.104,0
3,8685.0,0,0,0,0,71,0,0.186,0
1,3373.0,2,2,0,0,137,0,0.512,0
1,3790.0,0,1,0,0,123,0,0.043,0
2,4295.0,0,4,0,0,150,0,0.214,0
3,8311.0,0,1,0,0,101,0,0.165,0
2,6973.0,0,0,0,0,62,0,0.11,0
2,6823.0,0,2,0,0,110,0,0.154,0
2,8152.0,0,1,0,0,63,0,0.025,0
1,1798.0,0,3,0,0,147,0,0.28,0
5,16920.0,0,0,0,1,57,0,0.147,0
1,4070.0,0,3,1,1,131,0,0.406,0
2,6078.0,1,2,0,0,178,0,0.198,0
2,8620.0,0,1,0,0,25,0,0.134,0
1,3543.0,0,5,0,0,22,0,0.056,0
1,3360.0,1,4,0,1,192,1,0.145,1
1,3508.0,0,3,0,0,65,1,0.176,0
4,11266.0,0,2,0,0,67,0,0.034,0
3,8079.0,0,1,0,0,17,1,0.148,0
5,20458.0,0,0,0,0,47,0,0.122,0
1,4427.0,0,0,0,0,39,0,0.123,0
4,11183.0,0,2,0,0,26,1,0.224,0
7,29183.0,3,4,1,0,68,0,0.237,1
2,7200.0,1,4,1,0,59,0,0.326,0
2,6989.0,0,2,0,0,224,1,0.231,0
1,3343.0,3,5,0,0,2,0,0.045,0
7,21235.0,0,0,0,0,19,0,0.181,0
2,5272.0,0,1,0,0,105,0,0.389,1
1,4070.0,1,1,1,0,37,0,0.117,1
2,7690.0,0,1,0,0,25,0,0.108,0
1,3037.0,0,3,0,0,94,0,0.191,0
2,7376.0,0,2,0,0,142,0,0.351,0
2,7275.0,0,2,0,0,205,0,0.47,0
7,25114.0,0,5,0,0,263,0,0.265,0
4,11482.0,2,5,0,0,44,0,0.151,1
1,2107.0,0,3,0,0,197,1,0.238,0
3,7680.0,0,2,0,0,11,0,0.263,0
3,9024.0,4,4,0,0,200,0,0.216,0
3,6787.0,1,4,1,0,9,0,0.166,0
4,11011.0,1,3,0,0,125,0,0.278,0
4,11233.0,0,3,0,0,60,0,0.308,0
8,28199.0,0,0,0,0,0,0,0.299,0
2,7827.0,0,0,0,0,94,0,0.238,0
2,7428.0,0,0,0,0,4,0,0.217,1
5,17349.0,0,3,0,0,247,0,0.32,0
3,11400.0,0,0,0,0,10,0,0.059,0
1,3344.0,0,5,0,0,6,0,0.137,0
1,3003.0,0,2,0,0,121,0,0.063,0
4,14806.0,0,1,0,0,31,0,0.055,0
1,3193.0,0,1,0,1,33,0,0.098,0
2,6780.0,1,5,0,0,56,0,0.128,0
5,16593.0,0,0,0,0,7,0,0.059,0
9,34974.0,0,1,0,0,132,0,0.438,1
4,16231.0,0,0,0,0,55,0,0.139,0
6,21529.0,0,2,0,0,186,0,0.057,0
3,10747.0,3,6,0,1,140,0,0.219,0
6,16870.0,1,5,0,1,34,0,0.091,0
7,28954.0,1,1,0,0,159,0,0.384,0
6,13102.0,1,2,0,0,25,0,0.106,0
1,3915.0,0,1,0,1,122,0,0.167,0
7,20944.0,0,5,0,1,72,0,0.048,1
1,3085.0,0,3,0,0,88,1,0.277,0
3,8468.0,0,0,0,0,126,0,0.015,0
9,24074.0,0,0,0,0,33,1,0.338,0
2,5938.0,0,1,0,0,72,0,0.249,0
1,2664.0,2,2,0,0,57,0,0.094,0
1,3490.0,0,0,0,0,5,0,0.194,0
3,10642.0,0,5,0,0,283,0,0.34,0
2,6942.0,0,0,0,0,48,1,0.249,0
1,2251.0,0,1,0,0,77,0,0.073,0
8,28752.0,0,0,1,0,120,0,0.185,0
4,12767.0,0,2,0,0,11,0,0.275,0
1,2872.0,0,2,0,0,82,0,0.079,0
1,3075.0,0,2,1,0,58,0,0.044,0
1,4906.0,0,3,0,0,219,0,0.045,0
2,5012.0,0,1,0,0,42,1,0.126,0
3,10722.0,0,5,0,1,95,0,0.219,0
2,8924.0,1,3,0,0,17,0,0.089,0
4,10155.0,0,1,0,0,131,0,0.107,0
8,28259.0,0,3,0,0,21,0,0.233,0
3,11145.0,1,2,0,0,347,1,0.097,0
5,21312.0,0,4,0,0,106,0,0.034,0
5,19733.0,0,1,0,0,91,0,0.074,0
