seats_count,total_amount,bookings_last_1min,bookings_last_10min,same_device_flag,duplicate_route_flag,account_age_days,night_booking_flag,cancellation_history_ratio,label
7,26859,3,4,1,0,8,1,0.09,1
5,14955,3,6,0,1,229,0,0.47,0
1,3188,3,0,0,1,35,1,0.59,0
9,29160,1,1,1,1,235,0,0.2,1
2,7294,4,5,1,0,114,1,0.81,1
9,28521,0,3,0,1,159,0,0.26,0
7,21812,2,3,1,1,132,1,0.06,0
3,9486,0,4,0,0,302,1,0.84,0
2,5742,2,3,0,0,323,0,0.73,0
5,17485,1,6,1,0,253,0,0.58,0
1,3854,3,5,0,0,170,0,0.34,0
4,15884,4,1,1,0,289,1,0.48,1
9,29880,2,0,1,1,218,0,0.21,1
10,27160,4,1,1,1,79,1,0.9,1
9,20043,1,0,0,1,54,1,0.23,0
6,15066,0,1,1,0,214,1,0.34,0
7,17486,4,6,0,1,298,1,0.37,0
8,27048,0,4,1,0,335,0,0.04,1
10,36300,4,5,0,0,130,1,0.57,1
1,3624,2,2,1,1,251,1,0.97,1
3,8139,1,5,0,1,119,0,0.91,0
1,3594,2,5,1,1,285,0,0.51,0
4,12456,3,3,0,1,235,1,0.4,0
1,3116,4,2,0,0,128,0,0.61,0
1,3233,3,5,0,1,231,1,0.47,0
4,14460,2,2,0,0,161,0,0.55,0
6,19854,2,1,0,0,324,0,0.08,0
6,18198,0,5,0,0,25,0,0.47,0
2,5842,2,6,0,1,79,1,0.6,0
3,11424,3,3,0,0,149,1,0.32,0
2,4622,3,6,1,1,343,1,0.45,1
2,7286,4,3,1,0,50,0,0.97,1
1,2368,3,4,1,1,325,1,0.81,1
5,19625,4,3,1,0,302,0,0.95,1
1,2092,2,4,1,0,332,0,0.15,0
10,27200,0,6,1,0,143,0,0.51,1
5,17400,3,0,1,1,266,1,0.95,1
10,26690,2,5,1,1,147,0,0.74,1
8,27784,2,3,1,0,332,1,0.71,1
7,25641,4,3,1,1,99,1,0.2,1
4,10868,0,1,1,1,170,1,0.81,1
9,24849,1,3,0,1,25,1,0.63,0
7,18963,1,2,1,1,338,0,0.06,0
6,22284,2,4,1,0,333,0,0.75,1
8,17416,0,1,1,0,194,1,0.01,1
6,19002,1,2,1,0,64,1,0.18,0
9,21069,0,4,1,1,250,1,0.87,1
2,5526,4,1,1,1,1,0,0.89,1
8,16120,1,6,0,0,163,1,0.58,0
9,23355,1,2,1,1,193,1,0.45,1
1,3986,2,1,0,1,105,0,0.02,0
4,14588,3,3,1,1,182,1,0.65,1
5,15125,4,2,0,1,243,0,0.27,0
1,3491,0,3,0,1,344,1,0.52,0
1,2136,3,6,0,1,187,0,0.52,0
6,19188,2,2,0,1,326,0,0.82,0
8,16576,0,5,0,0,109,1,0.4,0
3,11820,2,4,0,1,41,1,0.45,0
9,18657,3,1,1,0,159,0,0.69,1
9,21249,0,0,1,0,176,1,0.36,1
3,11538,2,2,0,1,252,0,0.87,0
6,20094,0,3,1,0,182,1,0.92,1
8,18032,0,2,0,1,350,0,0.19,0
4,8040,0,5,1,0,306,1,0.26,0
1,2987,2,2,0,1,31,1,0.51,0
4,14180,3,2,0,1,360,0,0.97,1
7,27251,3,4,1,1,125,1,0.6,1
8,19696,1,1,1,0,182,1,0.08,1
1,2180,3,0,1,0,85,1,0.77,1
10,37370,0,4,0,1,274,0,0.99,1
8,23240,0,5,1,0,184,1,0.43,1
7,18165,1,2,1,1,247,1,0.65,0
10,38290,3,4,0,0,159,1,0.03,1
3,10890,1,6,0,0,23,0,0.3,0
4,9356,0,0,1,0,252,0,0.75,1
1,3839,0,4,1,0,53,0,0.89,1
1,2707,3,3,1,0,29,1,0.91,1
8,16200,4,5,1,1,147,1,0.82,1
7,21091,0,3,0,0,44,0,0.16,0
8,18664,0,1,1,0,184,1,0.89,1
8,28080,1,0,1,1,192,1,0.31,1
10,20450,0,1,0,0,308,1,0.12,0
8,16144,2,2,1,0,84,1,0.95,1
7,26859,3,6,1,0,215,1,0.39,1
10,25230,4,6,0,1,64,0,0.93,1
5,12330,1,1,1,0,357,0,0.71,1
5,14025,0,1,1,1,275,1,0.78,1
4,9560,2,2,0,1,230,0,0.94,0
3,9291,0,3,0,0,32,0,0.3,0
8,19888,4,0,0,1,281,0,0.14,1
4,8480,4,5,1,1,322,1,0.11,1
10,31100,3,1,0,0,195,1,0.62,1
4,10052,2,4,0,1,280,1,0.74,0
4,13252,4,5,0,1,183,1,0.66,0
2,7646,1,5,0,1,348,1,0.21,0
4,12020,2,1,0,0,13,0,0.3,0
3,9108,2,1,0,1,142,1,0.94,0
9,27450,3,4,1,1,71,1,0.04,1
6,18042,0,6,0,1,345,0,0.13,0
1,3502,2,3,1,0,101,1,0.35,0
1,2108,3,5,1,1,71,1,0.81,1
8,29944,1,1,1,1,28,0,0.76,1
1,2695,0,3,0,0,138,0,0.54,0
8,27440,2,1,1,1,135,0,0.75,1
6,14730,0,5,0,1,49,1,0.52,0
2,6710,3,6,1,0,132,0,0.35,1
5,17420,3,2,0,0,86,1,0.01,0
3,6162,0,0,1,0,310,0,0.2,0
2,6398,0,1,1,0,276,0,0.97,1
2,5146,0,2,0,1,85,1,0.68,0
3,10869,3,4,1,0,350,0,0.16,1
6,19212,1,4,1,0,115,1,0.49,0
9,34299,3,3,0,1,256,1,0.61,1
7,19537,3,0,0,0,260,0,0.01,0
5,13695,4,4,0,0,20,0,0.18,0
7,22925,0,2,0,1,149,0,0.19,0
3,7788,2,4,1,0,244,1,0.15,0
5,18920,2,0,0,0,299,1,0.14,0
8,29672,4,3,0,0,152,0,0.61,1
2,4774,1,1,1,0,197,1,0.06,0
4,10460,0,3,0,0,210,0,0.9,0
1,2131,1,0,1,0,34,0,0.43,0
3,10737,0,4,0,1,249,1,0.69,0
1,2952,1,5,0,0,142,1,0.53,0
6,15564,2,6,1,0,211,1,0.6,0
10,33030,0,3,0,0,319,0,0.73,1
10,33610,4,0,1,1,195,0,0.82,1
8,28504,4,4,0,1,363,1,0.98,1
5,18540,3,0,0,0,297,0,0.68,0
2,4868,0,0,1,0,161,0,0.51,0
4,9320,2,6,1,0,217,0,0.24,0
10,22360,1,2,1,0,274,0,0.93,1
9,29043,2,0,0,1,211,1,0.91,1
9,23184,1,1,0,0,51,0,0.45,0
7,19985,4,0,1,0,179,1,0.62,1
1,2268,3,6,0,0,213,1,0.73,1
3,9777,3,0,1,0,165,1,0.77,1
4,9116,3,3,1,1,126,0,0.87,1
5,19130,1,1,1,1,158,1,0.85,1
2,4102,3,5,1,1,271,0,0.6,1
7,16611,4,2,0,0,43,1,0.83,1
4,9560,4,5,1,0,45,0,0.5,1
4,14008,0,5,1,0,264,1,0.12,0
4,12408,4,5,1,1,171,0,0.68,1
1,2019,1,6,1,1,38,0,0.3,0
10,36910,1,0,1,1,95,0,0.18,1
5,19705,0,4,1,1,301,0,0.89,1
7,15610,0,1,0,1,338,1,0.42,0
3,8163,0,5,0,1,199,1,0.96,0
6,18312,0,4,0,0,106,1,0.58,0
8,29024,1,4,1,0,194,0,0.07,1
4,15316,4,2,1,1,235,0,0.08,1
9,23229,2,6,0,1,86,1,0.06,0
9,30249,4,5,1,0,348,1,1.0,1
3,11367,0,3,1,1,3,0,0.67,0
9,19071,3,2,1,1,44,1,0.55,1
3,10029,3,5,1,1,281,1,0.48,1
2,5574,2,2,1,1,294,1,0.37,0
5,16900,1,3,0,1,222,1,0.83,0
7,16751,1,6,1,0,102,1,0.25,0
1,3116,1,1,1,0,256,0,0.47,0
6,19968,3,0,1,1,103,0,0.17,1
8,18408,1,4,0,1,203,0,0.8,1
4,10832,4,1,1,0,37,1,0.29,1
10,37990,3,4,0,1,65,0,0.41,1
5,12680,3,3,1,0,48,0,0.02,1
10,29190,1,1,0,1,212,1,0.58,0
8,29136,1,5,1,0,271,0,0.16,1
8,30376,3,3,0,1,280,0,0.98,1
8,27488,4,0,1,1,118,0,0.1,1
4,8280,1,2,0,1,15,1,0.92,0
2,5600,1,3,1,0,202,1,0.3,0
7,18984,1,2,0,1,291,1,0.14,0
8,26080,0,5,1,0,13,1,0.58,1
9,19881,0,2,1,0,244,0,0.32,1
9,27180,1,5,0,1,314,1,0.3,0
9,26217,0,2,0,1,257,1,0.14,0
6,13896,1,0,1,1,172,1,0.75,1
